accident_index,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,hour_of_day,road_type,speed_limit,junction_control,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,vehicle_type
ACC020190,2,3,2,1,20,9,30,4,7,1,4,1,9
ACC020191,2,2,2,6,18,1,70,1,1,2,4,2,1
ACC020192,3,1,3,2,15,2,70,0,4,2,2,2,11
ACC020193,3,2,1,4,13,1,30,4,1,2,1,2,2
ACC020194,3,2,3,7,13,1,30,1,1,1,1,1,11
ACC020195,3,3,2,5,15,2,40,0,4,4,2,2,2
ACC020196,3,2,1,7,6,3,30,0,4,2,4,1,1
ACC020197,3,2,2,4,7,2,60,0,4,1,1,1,3
ACC020198,3,3,1,5,14,2,30,2,1,4,3,1,5
ACC020199,1,2,3,4,17,2,60,0,1,7,3,2,1
ACC020200,2,2,2,6,10,9,50,2,7,1,1,1,1
ACC020201,3,2,2,2,0,12,70,0,4,1,2,2,9
ACC020202,3,1,1,5,12,9,50,0,5,2,5,1,2
ACC020203,3,2,1,1,14,7,70,1,1,1,3,1,3
ACC020204,2,2,1,6,15,9,70,0,4,5,1,2,1
ACC020205,3,2,2,2,12,7,60,2,4,1,4,1,1
ACC020206,2,2,1,5,21,1,70,2,1,4,1,2,9
ACC020207,1,2,1,6,8,7,60,4,1,2,1,2,5
ACC020208,3,2,1,1,20,3,30,0,4,2,1,1,9
ACC020209,3,4,2,3,15,9,50,0,7,1,1,1,5
ACC020210,3,2,2,7,20,3,70,2,4,1,3,1,3
ACC020211,3,4,2,4,13,9,30,4,4,1,1,1,1
ACC020212,3,2,2,6,6,1,70,2,1,1,1,2,3
ACC020213,2,2,3,5,17,3,50,0,1,1,1,2,1
ACC020214,3,2,1,2,15,9,40,0,6,5,1,1,2
ACC020215,1,2,2,1,7,12,40,0,1,1,4,1,1
ACC020216,3,2,2,7,20,7,30,0,4,4,2,1,1
ACC020217,3,2,1,2,14,1,30,1,4,1,2,1,9
ACC020218,3,2,1,6,22,1,40,4,4,4,1,1,1
ACC020219,3,3,3,5,20,1,30,1,6,8,1,1,1
ACC020220,3,2,1,2,18,2,30,0,5,1,4,1,1
ACC020221,2,1,2,6,15,6,70,0,1,5,4,1,3
ACC020222,3,1,4,3,18,2,60,2,1,2,1,2,3
ACC020223,3,1,1,1,15,6,20,4,1,4,2,1,11
ACC020224,3,2,2,6,1,9,60,0,1,2,1,2,1
ACC020225,3,3,1,3,9,2,70,4,4,1,2,1,5
ACC020226,3,3,1,1,12,3,60,0,5,1,1,2,1
ACC020227,3,2,2,6,13,9,30,0,1,1,2,2,9
ACC020228,3,2,1,6,18,12,30,2,1,2,1,2,1
ACC020229,3,2,1,6,11,2,30,2,7,9,3,1,1
ACC020230,2,3,2,6,12,2,60,2,6,3,1,2,9
ACC020231,3,1,1,2,21,1,30,2,1,1,1,1,1
ACC020232,3,2,2,2,7,6,30,1,1,4,1,1,1
ACC020233,3,2,1,7,6,1,60,2,6,4,1,1,9
ACC020234,1,1,1,4,13,9,50,1,1,1,3,1,9
ACC020235,3,2,1,7,5,2,30,1,7,1,1,2,3
ACC020236,3,3,3,6,13,2,50,2,7,1,4,1,11
ACC020237,3,1,1,1,8,3,70,0,1,5,4,1,3
ACC020238,3,4,1,6,18,2,50,4,1,5,3,1,11
ACC020239,2,3,1,2,15,3,70,0,1,1,5,1,1
ACC020240,3,2,1,7,15,2,50,1,6,1,2,1,2
ACC020241,3,3,2,4,2,1,30,2,1,4,2,2,4
ACC020242,2,4,2,2,11,7,60,2,1,7,2,1,9
ACC020243,2,1,2,7,14,7,60,4,6,4,1,1,11
ACC020244,3,2,1,6,16,12,30,1,1,2,2,1,3
ACC020245,3,2,2,2,12,7,50,0,1,1,1,2,9
ACC020246,2,2,1,6,19,9,40,0,1,2,4,1,1
ACC020247,3,1,2,6,8,2,30,0,6,1,4,2,3
ACC020248,3,2,2,3,8,12,40,1,7,4,1,2,11
ACC020249,3,2,4,6,12,2,60,0,6,1,2,2,5
ACC020250,3,2,1,2,16,6,20,0,1,5,2,2,1
ACC020251,2,2,1,7,7,2,30,0,4,1,1,1,11
ACC020252,2,2,1,7,9,9,60,1,1,4,1,1,1
ACC020253,3,2,1,3,16,9,60,2,5,1,1,1,1
ACC020254,1,1,1,7,17,2,60,1,5,1,2,2,5
ACC020255,3,2,5,5,17,3,70,0,4,2,2,1,1
ACC020256,3,1,1,1,9,1,30,1,6,1,1,2,1
ACC020257,3,3,1,2,12,1,30,0,1,7,2,1,3
ACC020258,3,2,1,7,12,12,70,0,4,2,3,1,9
ACC020259,3,3,3,7,8,7,50,2,7,2,4,2,3
ACC020260,3,2,1,1,17,1,60,2,1,5,2,1,3
ACC020261,1,1,1,6,17,12,70,1,6,5,2,2,4
ACC020262,3,1,1,7,17,9,50,0,4,2,2,1,1
ACC020263,2,1,4,3,8,2,60,1,1,6,1,1,4
ACC020264,3,2,1,1,17,1,40,0,4,1,1,1,3
ACC020265,3,1,2,5,15,2,30,1,6,1,1,2,1
ACC020266,3,2,1,5,11,12,70,1,4,2,1,2,1
ACC020267,2,3,5,7,10,2,30,4,1,1,1,1,1
ACC020268,3,2,1,7,8,1,40,2,1,2,2,2,1
ACC020269,1,1,2,6,6,3,50,0,6,1,2,1,1
ACC020270,2,2,2,7,12,6,60,0,4,1,1,1,1
ACC020271,3,3,1,3,22,1,30,0,5,4,1,1,5
ACC020272,2,3,3,2,13,3,60,0,1,2,1,2,1
ACC020273,1,4,1,6,18,1,70,0,6,9,1,1,1
ACC020274,2,1,1,7,18,7,50,0,5,4,1,1,3
ACC020275,2,2,4,6,12,6,60,0,5,1,1,2,1
ACC020276,3,2,1,6,6,1,60,1,1,1,1,1,1
ACC020277,1,4,1,4,13,9,60,0,4,1,1,2,5
ACC020278,3,1,1,5,19,9,70,0,1,5,2,2,1
ACC020279,3,1,2,1,14,6,30,0,1,1,1,1,9
ACC020280,3,2,1,1,16,12,30,1,7,1,2,1,1
ACC020281,2,4,4,5,5,3,40,0,6,6,2,1,1
ACC020282,2,2,1,4,13,1,50,0,1,2,1,1,3
ACC020283,3,2,1,7,1,2,50,1,5,1,2,1,2
ACC020284,3,1,1,3,18,12,30,0,1,1,1,1,1
ACC020285,3,2,1,1,12,3,50,0,5,5,1,2,3
ACC020286,3,3,1,6,18,3,50,1,4,6,2,1,9
ACC020287,3,2,4,6,19,7,60,4,6,1,1,2,1
ACC020288,3,2,2,5,15,7,60,0,1,1,1,1,1
ACC020289,3,3,2,3,17,7,30,1,4,5,2,1,11
ACC020290,3,2,1,1,19,9,50,1,1,4,5,1,9
ACC020291,3,2,1,6,14,6,40,2,1,4,2,2,1
ACC020292,3,1,1,2,14,2,30,4,1,2,1,2,9
ACC020293,3,2,1,4,17,9,70,1,1,6,1,1,1
ACC020294,1,2,2,2,7,2,70,0,4,1,1,1,1
ACC020295,3,2,1,6,22,2,30,2,7,1,1,1,2
ACC020296,3,4,2,7,10,12,30,2,1,3,3,2,2
ACC020297,3,1,1,7,17,9,30,1,1,2,1,2,3
ACC020298,3,3,1,6,13,2,70,1,1,5,2,2,11
ACC020299,3,3,4,7,8,7,40,2,1,1,2,1,1
ACC020300,3,2,1,6,14,12,30,1,4,5,1,1,5
ACC020301,3,2,3,5,13,9,30,0,4,1,2,1,9
ACC020302,3,3,3,6,17,3,30,4,1,2,2,1,1
ACC020303,3,2,1,3,15,9,20,4,1,1,1,1,11
ACC020304,3,3,4,1,14,1,30,0,1,2,2,1,3
ACC020305,1,1,2,4,13,1,60,1,6,3,3,1,5
ACC020306,3,2,1,5,17,1,40,1,1,1,2,1,3
ACC020307,1,2,2,5,7,1,60,2,1,1,2,1,11
ACC020308,3,1,1,1,18,12,30,2,1,2,2,2,5
ACC020309,3,4,1,6,8,1,60,0,1,5,2,1,1
ACC020310,3,4,2,3,9,2,30,2,1,1,1,2,4
ACC020311,3,3,2,4,21,2,20,0,6,1,3,1,1
ACC020312,3,1,1,4,8,1,50,0,1,1,4,2,5
ACC020313,3,2,1,5,10,2,70,0,1,7,2,2,1
ACC020314,2,2,1,4,16,2,60,0,1,1,4,2,9
ACC020315,3,2,1,5,19,3,40,0,1,1,2,2,3
ACC020316,2,2,5,1,14,2,30,0,1,4,1,2,1
ACC020317,2,2,1,3,18,2,30,1,7,2,1,1,3
ACC020318,3,2,2,4,11,12,30,2,1,1,2,1,11
ACC020319,3,2,3,3,13,2,50,1,1,9,4,1,4
ACC020320,3,4,2,3,9,12,60,4,1,2,2,1,2
ACC020321,2,3,1,2,10,2,30,0,1,2,2,2,3
ACC020322,3,2,4,2,18,7,40,1,1,1,1,1,1
ACC020323,2,3,4,7,16,2,70,0,1,6,2,2,3
ACC020324,3,2,3,1,7,1,60,0,4,1,2,1,3
ACC020325,3,1,2,4,17,7,30,0,4,1,4,1,4
ACC020326,3,4,1,2,13,6,50,0,1,1,1,2,3
ACC020327,2,2,2,4,21,1,30,0,4,4,2,1,1
ACC020328,3,2,2,3,11,2,60,1,1,2,1,1,1
ACC020329,3,2,1,1,5,12,20,2,1,2,1,2,2
ACC020330,3,2,1,3,9,1,60,0,1,1,1,2,1
ACC020331,2,3,2,6,18,3,40,0,1,2,4,2,1
ACC020332,3,1,2,7,5,1,30,0,1,4,1,1,3
ACC020333,3,4,2,1,16,2,70,1,1,1,1,2,3
ACC020334,3,2,1,1,6,1,60,0,6,4,1,1,3
ACC020335,2,2,1,1,11,9,60,2,4,1,2,1,5
ACC020336,3,1,1,3,11,1,30,1,1,4,1,1,1
ACC020337,1,2,2,3,13,2,50,0,5,1,1,2,5
ACC020338,2,1,1,2,18,2,40,1,1,2,1,2,1
ACC020339,1,2,3,5,18,2,50,0,1,8,2,2,1
ACC020340,3,2,4,2,12,9,30,0,1,9,5,2,1
ACC020341,3,2,1,7,19,3,40,0,4,1,2,1,1
ACC020342,2,1,2,3,19,12,30,0,1,1,4,1,1
ACC020343,3,3,4,7,12,12,70,2,1,1,3,1,2
ACC020344,2,1,1,6,17,2,60,4,1,5,1,1,1
ACC020345,2,2,1,5,12,2,70,2,5,2,3,1,4
ACC020346,3,2,2,6,19,12,30,2,1,1,1,1,1
ACC020347,2,2,3,6,12,9,40,0,6,1,2,1,5
ACC020348,3,2,1,2,13,9,30,0,1,7,2,1,1
ACC020349,2,1,1,1,12,2,70,4,1,2,2,1,5
ACC020350,2,2,4,6,15,1,70,1,1,1,2,1,3
ACC020351,3,2,1,2,19,2,50,0,1,1,1,2,1
ACC020352,2,2,1,6,4,2,50,0,4,1,4,2,1
ACC020353,3,1,2,7,21,2,30,0,5,2,1,1,3
ACC020354,3,4,1,4,17,9,70,1,4,6,5,2,1
ACC020355,3,2,1,6,14,2,30,1,1,5,5,1,5
ACC020356,1,2,2,3,12,2,70,0,4,2,2,2,5
ACC020357,3,2,1,2,7,2,30,0,1,4,2,1,3
ACC020358,2,2,1,6,16,9,60,1,5,1,5,2,1
ACC020359,3,4,1,3,11,2,40,0,1,1,1,2,1
ACC020360,3,4,1,4,20,1,30,1,1,9,2,2,3
ACC020361,3,3,1,3,18,2,30,0,1,1,1,1,9
ACC020362,3,3,1,6,17,12,40,2,1,1,1,2,2
ACC020363,3,4,1,6,18,12,30,0,4,9,1,1,1
ACC020364,3,2,1,7,18,9,30,0,4,1,2,2,9
ACC020365,3,3,1,5,7,3,30,0,4,4,1,1,9
ACC020366,3,3,2,7,11,2,20,0,1,7,2,2,9
ACC020367,3,2,3,7,9,2,60,0,6,2,1,1,3
ACC020368,3,1,4,4,15,1,60,0,1,1,1,1,9
ACC020369,2,2,2,1,17,2,60,0,1,1,2,1,1
ACC020370,3,2,2,4,10,7,50,0,1,1,2,1,1
ACC020371,2,3,1,5,19,2,30,4,1,1,3,2,4
ACC020372,2,2,2,1,7,6,30,1,1,4,2,1,1
ACC020373,3,1,1,2,15,1,30,2,4,1,1,1,9
ACC020374,3,1,1,5,14,2,50,1,1,1,4,1,1
ACC020375,3,3,1,6,8,2,40,4,1,2,1,1,1
ACC020376,3,2,2,3,6,1,50,1,5,2,3,2,3
ACC020377,3,3,3,5,9,6,30,1,1,5,1,2,5
ACC020378,3,2,1,7,11,2,30,1,5,1,2,2,1
ACC020379,3,3,1,7,20,2,40,1,7,4,1,1,9
ACC020380,3,3,1,5,6,7,30,1,4,2,1,2,1
ACC020381,3,3,1,7,13,1,50,0,6,1,5,2,9
ACC020382,3,1,1,1,11,1,60,0,5,1,1,1,5
ACC020383,2,1,3,2,12,12,40,0,4,1,2,1,5
ACC020384,3,2,2,6,15,3,70,0,1,2,1,1,3
ACC020385,3,2,3,5,17,7,40,1,1,1,2,2,3
ACC020386,3,1,3,5,23,2,60,4,5,6,1,2,3
ACC020387,3,1,2,5,17,7,50,2,1,2,2,1,9
ACC020388,1,2,2,1,17,7,70,4,6,6,1,1,1
ACC020389,3,2,2,6,12,3,20,0,1,1,1,2,1
ACC020390,3,2,1,4,6,6,50,2,5,1,1,1,5
ACC020391,3,3,1,4,11,3,30,0,4,1,1,1,1
ACC020392,3,2,1,7,8,6,30,2,1,1,2,2,3
ACC020393,3,1,2,1,9,7,60,4,1,5,1,2,9
ACC020394,2,2,1,5,7,1,30,0,1,1,2,1,1
ACC020395,3,1,1,2,11,3,40,4,1,1,2,2,11
ACC020396,3,2,5,2,7,9,40,2,1,1,1,2,1
ACC020397,3,1,2,4,19,12,60,2,1,1,1,1,1
ACC020398,3,2,1,4,7,9,30,0,7,5,2,1,3
ACC020399,3,1,2,3,8,1,30,1,5,2,1,1,1
ACC020400,3,2,4,2,17,2,60,2,6,3,1,2,11
ACC020401,3,2,2,7,7,7,30,1,4,1,2,1,9
ACC020402,3,2,1,3,16,1,30,2,1,7,2,2,1
ACC020403,3,2,3,1,8,9,40,4,1,3,2,2,9
ACC020404,3,4,4,5,16,2,30,0,6,1,1,1,2
ACC020405,3,2,1,5,17,7,30,1,4,1,1,2,11
ACC020406,3,3,2,3,15,6,60,1,7,6,4,1,9
ACC020407,2,3,1,3,4,3,40,0,1,2,2,2,1
ACC020408,3,1,2,3,16,2,30,1,1,3,4,1,9
ACC020409,3,1,1,2,20,7,40,1,1,1,1,1,11
ACC020410,3,2,2,4,17,9,30,1,4,1,2,1,1
ACC020411,1,2,1,3,12,1,70,0,6,3,1,1,5
ACC020412,3,2,2,4,14,12,60,2,6,2,3,1,1
ACC020413,2,2,3,3,4,1,60,1,4,2,2,2,1
ACC020414,3,1,1,2,18,1,60,0,5,2,2,2,3
ACC020415,3,3,1,1,19,3,60,0,4,1,4,1,9
ACC020416,2,2,4,2,5,2,30,1,4,4,1,2,9
ACC020417,3,2,3,6,16,9,40,0,1,7,2,1,5
ACC020418,3,2,1,2,19,7,60,2,1,6,1,2,1
ACC020419,3,3,2,6,16,9,70,2,6,1,1,1,1
ACC020420,3,1,1,7,17,6,70,4,1,1,1,2,3
ACC020421,3,2,1,6,18,9,30,1,1,4,1,2,5
ACC020422,3,1,3,1,20,1,60,4,4,2,2,1,9
ACC020423,3,2,1,1,18,9,30,0,5,2,1,1,1
ACC020424,3,2,2,1,9,2,60,2,1,6,1,1,1
ACC020425,3,2,2,3,11,2,70,1,4,2,3,2,3
ACC020426,3,1,1,4,7,2,70,2,4,2,1,1,11
ACC020427,3,4,1,5,7,3,40,2,4,1,1,2,3
ACC020428,2,2,1,2,15,2,60,0,7,1,3,2,9
ACC020429,2,2,4,7,15,12,70,1,4,1,1,1,1
ACC020430,3,2,2,6,9,3,30,0,4,6,3,1,2
ACC020431,3,3,2,3,8,2,40,1,4,1,1,2,1
ACC020432,3,2,1,7,14,7,20,2,1,2,5,1,2
ACC020433,3,2,1,2,12,12,30,0,1,5,4,2,3
ACC020434,2,2,5,7,12,1,30,0,4,2,3,2,2
ACC020435,3,3,1,1,20,9,70,2,1,2,1,2,1
ACC020436,3,1,2,5,19,2,60,1,1,1,2,1,1
ACC020437,3,3,5,4,8,6,30,0,4,5,3,1,4
ACC020438,3,4,2,5,4,2,70,1,4,1,1,1,1
ACC020439,1,2,1,1,14,2,30,2,1,1,1,1,3
ACC020440,3,1,1,4,13,2,20,4,1,1,1,1,3
ACC020441,3,2,3,6,17,2,30,0,7,1,2,1,9
ACC020442,3,3,2,6,22,9,70,2,4,1,1,1,1
ACC020443,3,2,1,3,16,2,30,0,1,2,2,2,9
ACC020444,3,2,3,2,11,7,60,1,1,1,1,1,1
ACC020445,3,3,1,4,16,12,30,1,1,2,1,2,2
ACC020446,2,1,1,4,6,2,30,1,4,1,2,2,9
ACC020447,2,3,2,4,17,1,30,0,4,1,1,2,1
ACC020448,3,1,2,3,14,9,60,0,7,2,2,1,5
ACC020449,3,2,4,4,7,2,60,1,1,6,5,1,5
ACC020450,2,1,2,1,19,9,30,0,4,5,2,2,1
ACC020451,3,3,3,6,21,2,60,1,1,8,1,1,1
ACC020452,2,3,1,7,3,1,30,1,1,2,4,2,2
ACC020453,3,1,1,5,8,3,50,0,1,2,2,1,4
ACC020454,2,2,1,7,17,7,70,0,6,2,2,1,9
ACC020455,3,3,2,4,12,2,60,0,7,2,1,2,2
ACC020456,3,1,2,2,10,9,20,0,4,1,1,1,1
ACC020457,3,2,2,2,14,9,50,1,1,2,1,1,9
ACC020458,3,2,1,4,9,1,40,0,4,1,3,1,1
ACC020459,2,1,2,4,13,9,30,0,6,1,1,1,1
ACC020460,3,3,1,2,19,9,30,2,6,2,1,1,3
ACC020461,3,3,1,4,10,1,30,1,1,1,2,1,2
ACC020462,3,1,1,4,16,12,30,1,4,1,1,1,1
ACC020463,1,2,3,2,15,2,50,0,1,1,3,1,1
ACC020464,3,4,2,6,9,9,50,0,6,8,4,2,9
ACC020465,3,3,1,5,18,2,30,0,4,1,1,1,1
ACC020466,3,3,3,5,22,9,30,0,1,1,2,1,1
ACC020467,3,3,2,7,20,7,30,1,4,6,1,1,5
ACC020468,1,2,1,4,16,3,30,2,4,2,2,2,3
ACC020469,3,2,1,4,22,2,60,2,1,1,2,1,1
ACC020470,3,2,4,2,12,1,20,2,4,1,1,1,9
ACC020471,2,1,2,5,10,7,60,4,1,1,2,1,11
ACC020472,3,2,3,5,16,2,30,2,1,1,1,1,5
ACC020473,3,2,2,4,9,3,30,0,1,1,2,2,9
ACC020474,2,3,1,5,19,3,30,1,1,1,4,1,3
ACC020475,3,4,1,6,15,9,70,0,1,4,1,1,1
ACC020476,3,2,1,4,8,1,50,4,1,2,1,2,5
ACC020477,3,2,4,1,15,9,70,2,1,2,1,2,1
ACC020478,3,2,2,7,2,1,30,0,1,1,1,1,1
ACC020479,2,2,2,4,18,2,70,1,1,1,3,1,3
ACC020480,3,2,2,6,15,12,30,2,1,5,2,1,4
ACC020481,3,2,1,3,10,9,30,0,1,1,1,2,1
ACC020482,1,2,1,4,16,3,50,0,1,5,4,2,1
ACC020483,3,2,4,5,17,2,60,0,4,2,2,1,1
ACC020484,2,2,2,2,16,7,60,1,1,5,5,1,9
ACC020485,2,2,1,1,16,9,60,0,1,1,2,2,1
ACC020486,3,2,3,4,10,7,60,1,1,1,4,1,1
ACC020487,2,2,1,7,18,9,60,0,6,4,2,2,11
ACC020488,3,2,2,2,8,2,50,0,4,4,5,1,9
ACC020489,3,2,1,1,15,2,40,0,1,1,2,1,4
ACC020490,3,1,1,1,18,2,50,1,4,8,2,1,1
ACC020491,3,1,1,5,17,2,60,0,5,1,1,1,3
ACC020492,1,4,1,5,9,12,30,0,6,1,4,1,1
ACC020493,3,2,1,1,20,6,60,0,1,2,1,2,9
ACC020494,3,2,2,3,13,2,30,0,5,3,2,1,1
ACC020495,3,2,1,4,17,2,20,0,5,8,1,1,11
ACC020496,2,1,2,3,7,9,60,4,5,1,4,2,1
ACC020497,3,2,1,5,18,1,60,2,1,1,1,1,1
ACC020498,2,2,1,3,9,12,30,1,6,2,4,2,5
ACC020499,3,2,1,3,18,7,30,1,4,1,2,1,11
ACC020500,3,3,1,1,10,2,50,1,1,1,5,1,1
ACC020501,3,2,2,7,20,9,30,0,1,2,2,2,4
ACC020502,3,4,1,5,17,12,30,1,5,1,1,2,9
ACC020503,3,2,1,3,7,3,50,1,6,2,1,2,9
ACC020504,3,2,1,3,7,9,30,1,1,1,1,1,9
ACC020505,2,2,1,1,22,7,70,2,5,3,1,1,1
ACC020506,1,2,1,1,16,2,70,1,4,2,1,1,1
ACC020507,2,1,2,2,19,12,60,1,4,1,2,2,5
ACC020508,3,2,4,2,11,2,70,0,1,1,1,1,3
ACC020509,3,2,2,7,21,12,40,2,4,1,1,2,11
ACC020510,3,3,1,1,17,2,30,1,1,1,3,2,1
ACC020511,3,2,2,1,18,12,40,4,1,2,1,1,11
ACC020512,2,2,3,2,6,2,60,2,6,9,1,2,11
ACC020513,3,3,1,5,4,2,30,4,1,2,1,2,1
ACC020514,3,4,3,3,8,12,50,0,5,2,2,1,9
ACC020515,2,2,2,2,11,3,30,1,6,1,3,1,1
ACC020516,3,2,2,6,19,9,40,0,7,1,3,2,11
ACC020517,3,3,1,2,15,2,30,1,6,6,4,1,1
ACC020518,2,2,1,3,15,2,30,0,6,8,1,2,1
ACC020519,3,2,1,1,22,7,60,2,1,2,2,1,3
ACC020520,2,4,1,4,11,1,60,0,5,1,2,1,9
ACC020521,2,2,1,1,9,1,60,1,4,4,4,2,1
ACC020522,2,2,1,4,11,1,60,4,1,1,2,2,5
ACC020523,3,1,1,4,11,2,30,0,1,4,1,1,3
ACC020524,2,2,3,2,12,9,70,1,1,4,2,2,5
ACC020525,3,2,1,4,12,2,50,0,7,1,1,2,1
ACC020526,3,3,1,6,4,9,30,1,1,8,1,1,9
ACC020527,3,3,1,7,12,1,20,2,4,9,1,1,1
ACC020528,2,1,1,6,20,1,70,0,1,7,1,1,1
ACC020529,3,1,1,5,19,2,30,2,4,2,2,1,2
ACC020530,3,1,2,2,6,7,30,0,1,1,2,2,11
ACC020531,3,4,2,1,5,1,50,4,1,2,4,2,3
ACC020532,3,1,1,7,9,9,50,0,1,1,2,1,3
ACC020533,3,1,1,6,6,2,50,2,1,1,1,1,9
ACC020534,3,2,1,3,11,2,60,2,4,1,2,2,5
ACC020535,3,2,1,2,12,1,50,0,5,2,1,2,9
ACC020536,3,1,1,7,8,9,30,4,5,1,1,1,9
ACC020537,3,2,3,4,18,9,70,0,7,1,1,1,1
ACC020538,3,4,1,5,18,1,30,0,1,1,2,1,1
ACC020539,3,1,1,1,16,3,40,0,1,3,4,1,11
ACC020540,3,2,1,6,8,2,60,1,6,2,2,1,1
ACC020541,3,2,1,4,19,1,30,0,1,1,1,2,1
ACC020542,3,1,1,1,15,3,30,1,6,8,1,1,1
ACC020543,3,2,1,1,12,3,60,0,4,1,4,1,2
ACC020544,3,4,2,7,14,1,20,0,4,2,2,1,3
ACC020545,3,2,1,6,17,2,60,1,5,4,2,2,1
ACC020546,3,2,2,7,12,3,30,2,1,4,3,2,4
ACC020547,3,2,3,4,10,2,70,1,1,1,4,1,1
ACC020548,3,2,1,5,6,6,30,2,4,6,1,2,11
ACC020549,3,2,1,2,6,7,30,0,1,6,1,2,1
ACC020550,3,1,2,6,6,1,60,1,5,2,1,2,1
ACC020551,3,2,2,7,6,6,50,0,4,2,4,1,1
ACC020552,3,2,1,5,11,6,50,1,4,1,1,1,1
ACC020553,3,3,2,5,0,1,30,0,6,2,1,2,5
ACC020554,3,2,2,6,8,2,50,1,5,1,2,2,9
ACC020555,3,3,1,2,10,9,30,1,1,4,5,1,3
ACC020556,3,1,3,3,5,12,60,2,1,1,1,1,9
ACC020557,3,2,1,2,17,2,30,1,1,2,2,2,9
ACC020558,3,3,2,6,18,2,40,2,4,1,5,1,5
ACC020559,3,2,3,5,19,2,30,2,1,1,2,1,11
ACC020560,3,2,1,3,21,2,60,4,1,1,2,2,1
ACC020561,3,3,1,6,21,9,30,0,1,1,2,1,5
ACC020562,3,2,1,3,9,1,20,0,1,2,3,1,1
ACC020563,3,2,2,1,16,7,30,2,6,4,1,1,11
ACC020564,3,1,1,6,10,2,30,2,1,2,2,1,5
ACC020565,3,2,3,2,9,2,30,1,1,2,1,1,2
ACC020566,3,2,5,4,8,6,40,2,4,2,2,2,2
ACC020567,3,2,1,1,3,2,60,0,4,1,3,1,1
ACC020568,3,2,1,3,22,2,30,4,1,1,2,2,9
ACC020569,2,1,1,6,22,3,70,1,1,1,1,2,9
ACC020570,2,2,1,2,7,3,30,2,6,3,2,1,9
ACC020571,3,2,1,7,10,7,20,4,1,1,1,2,1
ACC020572,3,3,2,4,14,6,70,0,1,1,2,1,2
ACC020573,3,2,4,2,9,1,30,1,4,2,1,1,1
ACC020574,3,1,3,4,4,2,30,2,4,7,2,1,3
ACC020575,3,2,1,4,16,1,50,2,1,2,1,2,1
ACC020576,2,3,1,2,15,2,60,0,1,4,1,2,1
ACC020577,3,2,2,2,20,3,60,4,1,2,1,1,5
ACC020578,3,4,3,7,14,12,60,2,4,2,2,1,11
ACC020579,3,4,4,7,12,1,40,1,1,3,1,2,9
ACC020580,1,2,3,4,16,7,70,0,4,4,2,2,11
ACC020581,3,2,2,3,22,12,30,1,4,1,1,2,3
ACC020582,2,1,2,4,7,2,70,0,1,1,1,1,5
ACC020583,2,1,2,3,16,1,60,1,5,1,1,1,1
ACC020584,3,2,1,5,20,9,60,0,5,2,2,1,5
ACC020585,3,1,3,1,16,7,70,4,1,5,2,1,1
ACC020586,3,2,3,3,6,6,30,2,4,1,1,2,3
ACC020587,3,1,1,1,1,1,70,2,5,1,1,2,1
ACC020588,3,1,2,4,6,2,50,0,5,5,1,2,1
ACC020589,3,3,1,3,6,2,30,0,1,2,1,1,5
ACC020590,2,2,2,1,6,7,60,4,5,2,2,1,9
ACC020591,2,1,2,6,7,2,60,2,1,5,1,1,1
ACC020592,3,3,1,4,3,1,30,0,1,2,2,2,11
ACC020593,3,2,1,3,17,1,20,0,1,2,1,2,1
ACC020594,3,2,2,5,6,12,50,0,6,1,2,1,5
ACC020595,3,3,2,1,19,7,30,1,1,1,3,1,5
ACC020596,3,1,1,3,21,2,60,0,1,1,3,1,1
ACC020597,3,2,2,3,9,12,30,4,1,2,3,2,1
ACC020598,3,1,2,6,17,12,50,1,1,8,1,2,1
ACC020599,3,1,2,6,18,9,30,0,7,8,1,1,1
ACC020600,2,1,1,2,12,7,70,0,1,5,1,2,4
ACC020601,3,2,1,7,16,2,30,2,4,1,1,2,1
ACC020602,3,1,2,4,3,1,30,1,4,8,2,1,9
ACC020603,3,1,1,7,7,1,60,2,5,2,5,2,1
ACC020604,3,1,2,3,8,12,30,4,7,1,2,2,11
ACC020605,2,2,1,2,7,2,60,4,1,3,2,1,11
ACC020606,2,1,4,6,10,2,30,4,5,1,1,2,1
ACC020607,3,2,1,3,6,3,20,2,1,1,1,1,5
ACC020608,3,2,2,1,12,2,60,2,5,4,1,1,3
ACC020609,2,4,1,2,11,3,30,1,1,2,2,1,9
ACC020610,2,4,1,5,21,7,30,2,1,1,2,2,1
ACC020611,3,3,1,7,13,1,50,1,1,2,1,2,1
ACC020612,3,2,1,6,13,7,70,0,1,6,1,2,3
ACC020613,2,4,1,2,16,3,70,0,4,2,1,1,1
ACC020614,3,3,2,3,14,2,40,2,7,1,1,2,5
ACC020615,3,1,1,2,6,6,30,2,1,1,2,2,1
ACC020616,3,2,1,6,20,12,60,0,1,1,1,1,1
ACC020617,3,1,2,1,8,2,30,1,1,8,1,1,3
ACC020618,3,2,1,5,11,6,30,0,4,1,1,1,11
ACC020619,3,3,1,4,7,2,30,0,1,2,2,1,5
ACC020620,3,2,1,3,19,3,60,2,6,2,1,1,1
ACC020621,3,2,5,2,18,7,30,1,6,5,1,1,3
ACC020622,3,3,1,5,12,9,30,0,1,2,1,2,4
ACC020623,3,3,2,1,9,7,50,0,1,2,1,2,4
